sentence_id,text,target,polarity,label
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,neutral,1
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",manager,negative,0
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive,2
1429,Sauce was watery and the food didn't have much flavor.,Sauce,negative,0
1429,Sauce was watery and the food didn't have much flavor.,food,negative,0
1429,Sauce was watery and the food didn't have much flavor.,flavor,negative,0
1855,My husband and I enjoy Sangria.,Sangria,positive,2
3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,positive,2
579,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive,2
579,We both opted for a pasta dish and they were served timely and fresh.,served,positive,2
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,negative,0
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,1
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral,1
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,1
428,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,positive,2
3378,Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,0
916,The food was average or above including some surprising tasty dishes.,food,positive,2
916,The food was average or above including some surprising tasty dishes.,dishes,positive,2
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,negative,0
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative,0
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,neutral,1
1066,Other apetizers and food,apetizers,neutral,1
1066,Other apetizers and food,food,neutral,1
127,The noodle and rices dishes taste great.,noodle and rices dishes,positive,2
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive,2
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,2
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,2
1199,The sauces used are also not that exciting.,sauces,negative,0
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive,2
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive,2
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive,2
228,We had champagne and caviar and felt like princesses!,champagne,positive,2
228,We had champagne and caviar and felt like princesses!,caviar,positive,2
651,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive,2
651,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive,2
2090,"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive,2
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,neutral,1
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,positive,2
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative,0
942,The prices are wonderfully low.,prices,positive,2
2887,If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,1
2887,If you like spicy food get the chicken vindaloo.,spicy food,neutral,1
2398,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,positive,2
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,positive,2
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive,2
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",hand-crafted beers,positive,2
2025,No free drink.,drink,neutral,1
259,This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,2
259,This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,2
1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral,1
1565,Don't waste money on decor.,decor,neutral,1
1659,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,1
839,"Given the incredible architecture surrounding it, this place has no character.",architecture,positive,2
839,"Given the incredible architecture surrounding it, this place has no character.",place,negative,0
457,I'd call it an 'italian dinner'.,dinner,neutral,1
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,positive,2
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,negative,0
531,Have frequented 'ino for several years and the food remains excellent.,food,positive,2
3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,2
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,2
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,positive,2
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,1
2606,My friend got the mushroom pizza which tasted better.,mushroom pizza,positive,2
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,negative,0
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative,0
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,0
